line_no,text,lg,l_id,folio,col,speaker
1,IL eſt aucuns folz qⁱ ſe plaīt,1,l-311r-1-1,311r,1,
2,Par maint grief plaint,1,l-311r-1-2,311r,1,
3,En moſtrant plaint,1,l-311r-1-3,311r,1,
4,Q˜mours ē li s՚uant l'a moꝛt,1,l-311r-1-4,311r,1,
5,Si toſt qn̄ sō s՚uice maint,1,l-311r-1-5,311r,1,
6,I'en ꝯnois maint,1,l-311r-1-6,311r,1,
7,Qⁱ ſe remaint,1,l-311r-1-7,311r,1,
8,D'amer en deſirant la moꝛt,1,l-311r-1-8,311r,1,
9,Mais le cuer qui ace ſ'amoꝛt,1,l-311r-1-9,311r,1,
10,Amours ꝯnoiſt bn̄ ſ'il ſe faint,1,l-311r-1-10,311r,1,
11,Car en de poꝛt,1,l-311r-1-11,311r,1,
12,Sanz nul deſpoꝛt,1,l-311r-1-12,311r,1,
13,Vit licuers qⁱ amours achaint,1,l-311r-1-13,311r,1,
14,IEle ꝯnois evidanment,2,l-311r-1-14,311r,1,
15,Ꝑ .I. lieu gent,2,l-311r-1-15,311r,1,
16,Noble excellent,2,l-311r-1-16,311r,1,
17,Lau je choiſi .j. papegant,2,l-311r-1-17,311r,1,
18,Qⁱ pꝛioit amoꝛeuſement,2,l-311r-1-18,311r,1,
19,⁊ doucement,2,l-311r-1-19,311r,1,
20,Deſentement,2,l-311r-1-20,311r,1,
21,Vne Mauuis ꝑ douz aſaut,2,l-311r-1-21,311r,1,
22,De cuer gay amoꝛeꝰ ⁊ baut,2,l-311r-1-22,311r,1,
23,Lidiſoit li miens cuers ſe rent,2,l-311r-1-23,311r,1,
24,Sanz nul de faut,2,l-311r-1-24,311r,1,
25,Ne point ne faut,2,l-311r-1-25,311r,1,
26,De faire vo com̄dement,2,l-311r-1-26,311r,1,
27,QVar par voꝰ ſui pͥs ⁊ eſpͥs,3,l-311r-2-1,311r,2,
28,⁊ entre pꝛis,3,l-311r-2-2,311r,2,
29,Par ſi douz pꝛis,3,l-311r-2-3,311r,2,
30,Q՚ ſe plꝰ que ſouhait auoie,3,l-311r-2-4,311r,2,
31,De touz bn̄ d'umain ꝑadis,3,l-311r-2-5,311r,2,
32,Se m'eſt il vis,3,l-311r-2-6,311r,2,
33,Par vo douz vis,3,l-311r-2-7,311r,2,
34,Q՚ mielz ſou haidier ne poꝛroie,3,l-311r-2-8,311r,2,
35,Tant ai de denz mōcuer de ioie,3,l-311r-2-9,311r,2,
36,⁊ eſt d'amours mes cuers ſaiſis,3,l-311r-2-10,311r,2,
37,Qui ſi ſ'eſioie,3,l-311r-2-11,311r,2,
38,Ou que ie ſoie,3,l-311r-2-12,311r,2,
39,Qⁱl eſt touz ēdeduit rauis,3,l-311r-2-13,311r,2,
40,ET en ce point adez ſ'arai,4,l-311r-2-14,311r,2,
